Complete_p_val	Pos_pot	Antag_p_val	Neg_pot	Syn_p_val
Amoxicillin_Chloramphenicol	0.981401859814019	0	NA	72	0.983501649835017
Amoxicillin_Ciprofloxacin	0.943705629437056	18	0.907909209079092	54	0.879312068793121
Amoxicillin_Cycloserine D	0.000999900009999	0	NA	72	0.0012998700129987
Amoxicillin_Doxycycline	0.604339566043396	6	0.656234376562344	66	0.781421857814219
Amoxicillin_Spectinomycin	0.887811218878112	5	0.593040695930407	49	0.657934206579342
Amoxicillin_Fosfomycin	9.99900009999e-05	0	NA	72	9.99900009999e-05
Amoxicillin_Oxacillin	0.898510148985102	0	NA	54	0.903709629037096
Amoxicillin_Novobiocin	0.623537646235376	0	NA	72	0.630836916308369
Amoxicillin_Bacitracin	0.170982901709829	0	NA	54	0.167983201679832
Amoxicillin_Polymyxin B	0.128987101289871	0	NA	54	0.125087491250875
Amoxicillin_Fusidic acid	0.617638236176382	0	NA	54	0.614138586141386
Amoxicillin_Amikacin	0.0036996300369963	12	0.999900009999	54	0.000999900009999
Amoxicillin_Cefotaxime	0.810818918108189	0	NA	54	0.813918608139186
Amoxicillin_PMS	0.844515548445156	0	NA	54	0.844915508449155
Amoxicillin_Benzalkonium	0.62043795620438	0	NA	72	0.61953804619538
Amoxicillin_Cefaclor	9.99900009999e-05	18	0.850914908509149	36	9.99900009999e-05
Amoxicillin_Cefsulodin	0.873512648735126	0	NA	72	0.874412558744126
Amoxicillin_Clindamycin	0.923607639236076	0	NA	54	0.91950804919508
Amoxicillin_Spiramycin	0.889111088891111	0	NA	54	0.886711328867113
Amoxicillin_Erythromycin	0.611938806119388	2	NA	52	0.715728427157284
Amoxicillin_Trimethoprim	0.187581241875812	0	NA	54	0.187781221877812
Amoxicillin_Sulfamonomethoxine	0.0012998700129987	0	NA	54	0.0016998300169983
Amoxicillin_Paraquat	0.322067793220678	0	NA	54	0.326367363263674
Amoxicillin_Procaine	0.686831316868313	6	0.994500549945005	48	0.607739226077392
Amoxicillin_Vanillin	0.926407359264074	0	NA	54	0.93000699930007
Amoxicillin_Verapamil	0.95980401959804	0	NA	54	0.962303769623038
Amoxicillin_Levofloxacin	0.326367363263674	36	0.420557944205579	18	0.871312868713129
Amoxicillin_Piperacillin	9.99900009999e-05	0	NA	54	9.99900009999e-05
Amoxicillin_Nitrofurantoin	0.929107089291071	0	NA	54	0.934806519348065
Amoxicillin_CCCP	0.652434756524348	0	NA	66	0.659234076592341
Amoxicillin_Cephalexin	0.437056294370563	0	NA	54	0.436856314368563
Amoxicillin_Mecillinam	0.0241975802419758	12	0.826517348265174	36	9.99900009999e-05
Amoxicillin_A22	0.280671932806719	0	NA	48	0.276572342765723
Amoxicillin_Loperamide	0.476852314768523	0	NA	54	0.476052394760524
Amoxicillin_Minocycline	0.891710828917108	0	NA	42	0.8995100489951
Amoxicillin_Tobramycin	0.970602939706029	12	0.696430356964304	36	0.821417858214179
Amoxicillin_Teicoplanin	0.367563243675632	0	NA	54	0.361063893610639
Amoxicillin_Chlorhexidine	0.0150984901509849	0	NA	54	0.0130986901309869
Amoxicillin_Metronidazole	0.645435456454355	0	NA	54	0.652834716528347
Amoxicillin_Nisin	0.922407759224078	0	NA	54	0.918708129187081
Amoxicillin_EGCG	0.960603939606039	0	NA	54	0.957104289571043
Amoxicillin_Rifampicin	0.893610638936106	12	0.937306269373063	42	0.74012598740126
Amoxicillin_Aztreonam	0.0017998200179982	18	0.775222477752225	36	9.99900009999e-05
Amoxicillin_Penicillin G	0.018998100189981	0	NA	54	0.0190980901909809
Amoxicillin_Theophylline	0.961403859614039	0	NA	54	0.962303769623038
Amoxicillin_Clofazimine	0.626437356264374	0	NA	54	0.618738126187381
Amoxicillin_Clarithromycin	0.888211178882112	0	NA	48	0.893410658934107
Amoxicillin_Caffeine	0.924307569243076	0	NA	54	0.928007199280072
Amoxicillin_Reserpine	0.921507849215078	0	NA	54	0.924307569243076
Amoxicillin_Puromycin	0.654034596540346	0	NA	54	0.642335766423358
Amoxicillin_Pyocyanin	0.217478252174783	0	NA	54	0.219378062193781
Amoxicillin_Pseudomonic acid	0.903709629037096	0	NA	54	0.8999100089991
Amoxicillin_Nonactin	0.92960703929607	0	NA	54	0.931706829317068
Amoxicillin_Imipenem	0.0106989301069893	6	0.688431156884312	48	0.0307969203079692
Amoxicillin_Bleomycin	0.992900709929007	0	NA	42	0.994300569943006
Amoxicillin_Linezolid	0.959004099590041	0	NA	54	0.959104089591041
Amoxicillin_Doxorubicin	0.959104089591041	0	NA	72	0.959004099590041
Amoxicillin_Daptomycin	0.584041595840416	0	NA	54	0.578542145785422
Amoxicillin_Cerulenin	0.955604439556044	0	NA	54	0.951004899510049
Amoxicillin_Tigecycline	0.955604439556044	0	NA	72	0.955704429557044
Amoxicillin_Mitomycin C	9.99900009999e-05	18	0.207279272072793	36	0.0003999600039996
Amoxicillin_Meropenem	0.0287971202879712	12	0.693530646935306	6	0.0045995400459954
Amoxicillin_Colistin	0.935006499350065	0	NA	18	0.930706929307069
Amoxicillin_Metformin	0.852014798520148	0	NA	18	0.851114888511149
Amoxicillin_Phenformin	0.496550344965503	0	NA	18	0.4998500149985
Amoxicillin_Azithromycin	0.845915408459154	6	0.726527347265273	12	0.967103289671033
Amoxicillin_Curcumin	0.463553644635536	0	NA	18	0.455354464553545
Amoxicillin_Berberine	0.928407159284072	0	NA	18	0.927107289271073
Amoxicillin_Diclofenac	0.781221877812219	0	NA	18	0.788121187881212
Amoxicillin_Acetylsalisylic acid	0.8996100389961	0	NA	18	0.896910308969103
Amoxicillin_Ciclopirox	0.976202379762024	6	0.998600139986001	12	0.893710628937106
Amoxicillin_Triclosan	0.889211078892111	0	NA	18	0.886811318868113
Amoxicillin_CHIR-90	0.37996200379962	6	0.823517648235176	12	0.207479252074793
Amoxicillin_Phleomycin	0.875512448755124	12	0.994800519948005	6	0.706129387061294
Amoxicillin_Moxifloxacin	0.627537246275372	0	NA	18	0.621837816218378
