Complete_p_val	Pos_pot	Antag_p_val	Neg_pot	Syn_p_val
Amoxicillin_Chloramphenicol	0.527547245275472	30	0.952204779522048	24	0.0554944505549445
Amoxicillin_Ciprofloxacin	0.447655234476552	27	0.823517648235176	24	0.522347765223478
Amoxicillin_Cycloserine D	0.181881811818818	18	0.813818618138186	36	0.0025997400259974
Amoxicillin_Doxycycline	0.115288471152885	30	0.828217178282172	21	0.0244975502449755
Amoxicillin_Spectinomycin	0.0316968303169683	18	0.954504549545045	36	0.0127987201279872
Amoxicillin_Fosfomycin	0.0037996200379962	28	0.932406759324068	26	9.99900009999e-05
Amoxicillin_Oxacillin	9.99900009999e-05	24	0.0795920407959204	48	9.99900009999e-05
Amoxicillin_Novobiocin	0.657234276572343	45	0.613838616138386	27	0.981801819818018
Amoxicillin_Bacitracin	0.986401359864014	16	0.877612238776122	32	0.937506249375062
Amoxicillin_Polymyxin B	0.964803519648035	18	0.917108289171083	36	0.964803519648035
Amoxicillin_Fusidic acid	0.697430256974303	19	0.943105689431057	32	0.479452054794521
Amoxicillin_Amikacin	0.922907709229077	24	0.825517448255174	48	0.984501549845015
Amoxicillin_Cefotaxime	9.99900009999e-05	30	0.493050694930507	42	9.99900009999e-05
Amoxicillin_PMS	0.102689731026897	30	0.272172782721728	24	0.63023697630237
Amoxicillin_Benzalkonium	0.187281271872813	41	0.915408459154085	28	0.0002999700029997
Amoxicillin_Cefaclor	9.99900009999e-05	24	0.348165183481652	48	9.99900009999e-05
Amoxicillin_Cefsulodin	9.99900009999e-05	24	0.206279372062794	48	9.99900009999e-05
Amoxicillin_Clindamycin	0.733626637336266	18	0.827517248275172	36	0.296270372962704
Amoxicillin_Spiramycin	0.395260473952605	18	0.958304169583042	36	0.373462653734627
Amoxicillin_Erythromycin	0.986301369863014	24	0.487651234876512	48	0.861113888611139
Amoxicillin_Trimethoprim	0.0187981201879812	39	0.302269773022698	33	0.166883311668833
Amoxicillin_Sulfamonomethoxine	0.708929107089291	18	0.597840215978402	36	0.932306769323068
Amoxicillin_Paraquat	0.282771722827717	18	0.89001099890011	36	0.195580441955804
Amoxicillin_Procaine	9.99900009999e-05	27	9.99900009999e-05	45	0.0243975602439756
Amoxicillin_Vanillin	9.99900009999e-05	18	9.99900009999e-05	36	0.0286971302869713
Amoxicillin_Verapamil	0.877312268773123	18	0.512848715128487	36	0.268073192680732
Amoxicillin_Levofloxacin	0.306169383061694	38	0.518748125187481	16	0.8000199980002
Amoxicillin_Piperacillin	9.99900009999e-05	18	0.884111588841116	36	9.99900009999e-05
Amoxicillin_Nitrofurantoin	0.689331066893311	20	0.692930706929307	34	0.0805919408059194
Amoxicillin_CCCP	0.853914608539146	35	0.671232876712329	37	0.136386361363864
Amoxicillin_Cephalexin	0.62033796620338	12	0.601439856014399	42	0.167483251674833
Amoxicillin_Mecillinam	0.148685131486851	66	0.167283271672833	3	NA
Amoxicillin_A22	0.191880811918808	34	0.0746925307469253	38	0.911308869113089
Amoxicillin_Loperamide	0.65993400659934	19	0.857414258574143	53	0.827917208279172
Amoxicillin_Minocycline	0.288471152884712	19	0.987801219878012	53	0.107189281071893
Amoxicillin_Tobramycin	0.849315068493151	18	0.994700529947005	36	0.817018298170183
Amoxicillin_Teicoplanin	0.341765823417658	18	0.998700129987001	36	0.261673832616738
Amoxicillin_Chlorhexidine	0.903709629037096	36	0.934706529347065	36	0.950704929507049
Amoxicillin_Metronidazole	0.724127587241276	18	0.96980301969803	36	0.355264473552645
Amoxicillin_Nisin	0.953404659534047	18	0.824017598240176	36	0.587841215878412
Amoxicillin_EGCG	0.265973402659734	14	0.620537946205379	28	0.614738526147385
Amoxicillin_Rifampicin	0.0001999800019998	32	0.0202979702029797	16	0.154384561543846
Amoxicillin_Aztreonam	9.99900009999e-05	28	0.971402859714029	23	9.99900009999e-05
Amoxicillin_Penicillin G	0.0035996400359964	18	0.914708529147085	36	9.99900009999e-05
Amoxicillin_Theophylline	0.776122387761224	18	0.350664933506649	36	0.984801519848015
Amoxicillin_Clofazimine	0.836916308369163	18	0.88981101889811	36	0.92960703929607
Amoxicillin_Clarithromycin	0.420957904209579	19	0.974502549745025	35	0.448255174482552
Amoxicillin_Caffeine	0.512948705129487	18	0.996000399960004	36	0.397860213978602
Amoxicillin_Reserpine	0.978302169783022	18	0.492950704929507	36	0.875912408759124
Amoxicillin_Puromycin	0.496350364963504	27	0.321367863213679	24	0.980501949805019
Amoxicillin_Pyocyanin	0.737226277372263	45	0.921907809219078	9	0.669033096690331
Amoxicillin_Pseudomonic acid	0.973902609739026	18	0.833816618338166	36	0.741525847415259
Amoxicillin_Nonactin	0.586841315868413	18	0.901609839016098	36	0.676132386761324
Amoxicillin_Imipenem	0.271972802719728	21	0.89001099890011	30	0.446555344465553
Amoxicillin_Bleomycin	0.986601339866013	30	0.978002199780022	24	0.970502949705029
Amoxicillin_Linezolid	0.0591940805919408	18	0.531046895310469	36	0.204779522047795
Amoxicillin_Doxorubicin	0.297770222977702	18	0.989401059894011	36	0.105789421057894
Amoxicillin_Daptomycin	0.0173982601739826	24	0.430956904309569	48	0.138086191380862
Amoxicillin_Cerulenin	0.477152284771523	18	0.992200779922008	36	0.463853614638536
Amoxicillin_Tigecycline	0.0963903609639036	24	0.172782721727827	48	0.551944805519448
Amoxicillin_Mitomycin C	0.0006999300069993	50	0.0025997400259974	4	0.768723127687231
Amoxicillin_Meropenem	0.402359764023598	10	0.989101089891011	8	0.396760323967603
Amoxicillin_Colistin	0.740725927407259	6	0.0004999500049995	12	0.958304169583042
Amoxicillin_Metformin	0.257674232576742	10	0.121887811218878	8	0.927007299270073
Amoxicillin_Phenformin	0.918308169183082	6	0.992700729927007	12	0.943805619438056
Amoxicillin_Azithromycin	0.0307969203079692	7	0.0408959104089591	11	0.424357564243576
Amoxicillin_Curcumin	0.0010998900109989	6	0.0007999200079992	12	0.294470552944706
Amoxicillin_Berberine	0.0001999800019998	6	0.000999900009999	12	0.132886711328867
Amoxicillin_Diclofenac	0.877912208779122	6	0.990600939906009	12	0.886911308869113
Amoxicillin_Acetylsalisylic acid	0.96990300969903	12	0.991400859914009	24	0.96970302969703
Amoxicillin_Ciclopirox	0.684531546845315	10	0.915208479152085	8	0.892810718928107
Amoxicillin_Triclosan	0.0843915608439156	6	0.418358164183582	12	0.328667133286671
Amoxicillin_CHIR-90	0.992500749925007	10	0.992700729927007	8	0.997400259974003
Amoxicillin_Phleomycin	0.198980101989801	14	0.174382561743826	4	0.885911408859114
Amoxicillin_Moxifloxacin	0.266973302669733	10	0.0338966103389661	8	0.984701529847015
Amoxicillin_Gentamicin	0.183581641835816	6	0.0010998900109989	12	0.947005299470053
Amoxicillin_Streptozotocin	0.0924907509249075	6	0.982401759824018	12	0.199080091990801
Chloramphenicol_Ciprofloxacin	0.0234976502349765	20	0.147785221477852	16	0.43015698430157
Chloramphenicol_Cycloserine D	0.219478052194781	12	0.684331566843316	24	0.440555944405559
Chloramphenicol_Doxycycline	0.87971202879712	22	0.847115288471153	14	0.930706929307069
Chloramphenicol_Spectinomycin	0.4004599540046	12	0.828617138286171	24	0.137186281371863
Chloramphenicol_Fosfomycin	9.99900009999e-05	18	9.99900009999e-05	18	9.99900009999e-05
Chloramphenicol_Oxacillin	0.956904309569043	18	0.975802419758024	36	0.805919408059194
Chloramphenicol_Novobiocin	0.404659534046595	37	0.658834116588341	17	0.677532246775322
Chloramphenicol_Bacitracin	0.759024097590241	10	0.818618138186181	20	0.88021197880212
Chloramphenicol_Polymyxin B	0.977402259774023	12	0.783821617838216	24	0.928007199280072
Chloramphenicol_Fusidic acid	9.99900009999e-05	17	0.581841815818418	19	9.99900009999e-05
Chloramphenicol_Amikacin	0.95030496950305	18	0.832316768323168	36	0.984001599840016
Chloramphenicol_Cefotaxime	0.923107689231077	24	0.955004499550045	30	0.973602639736026
Chloramphenicol_PMS	0.885811418858114	22	0.845315468453155	14	0.996000399960004
Chloramphenicol_Benzalkonium	0.947205279472053	31	0.915708429157084	20	0.912408759124088
Chloramphenicol_Cefaclor	0.380561943805619	18	0.976902309769023	36	0.147485251474853
Chloramphenicol_Cefsulodin	0.911008899110089	18	0.839416058394161	36	0.56964303569643
Chloramphenicol_Clindamycin	0.953504649535047	12	0.81971802819718	24	0.987801219878012
Chloramphenicol_Spiramycin	0.528847115288471	12	0.813718628137186	24	0.464953504649535
Chloramphenicol_Erythromycin	0.854014598540146	18	0.68003199680032	36	0.988301169883012
Chloramphenicol_Trimethoprim	9.99900009999e-05	33	9.99900009999e-05	21	0.004999500049995
Chloramphenicol_Sulfamonomethoxine	0.386161383861614	12	0.831916808319168	24	0.0706929307069293
Chloramphenicol_Paraquat	0.313768623137686	12	0.112288771122888	24	0.903209679032097
Chloramphenicol_Procaine	0.976902309769023	19	0.774722527747225	35	0.933906609339066
Chloramphenicol_Vanillin	9.99900009999e-05	12	9.99900009999e-05	24	0.0040995900409959
Chloramphenicol_Verapamil	0.953704629537046	12	0.818118188181182	24	0.954704529547045
Chloramphenicol_Levofloxacin	0.600839916008399	28	0.557144285571443	8	0.998000199980002
Chloramphenicol_Piperacillin	0.0156984301569843	12	0.817418258174183	24	0.0001999800019998
Chloramphenicol_Nitrofurantoin	0.0155984401559844	14	0.882311768823118	22	0.0004999500049995
Chloramphenicol_CCCP	0.0888911108889111	32	0.0686931306869313	22	0.856714328567143
Chloramphenicol_Cephalexin	0.84991500849915	12	0.925007499250075	24	0.888311168883112
Chloramphenicol_Mecillinam	0.014998500149985	49	0.0080991900809919	2	NA
Chloramphenicol_A22	0.0006999300069993	29	0.0005999400059994	25	0.606239376062394
Chloramphenicol_Loperamide	0.836416358364164	18	0.448355164483552	36	0.966403359664034
Chloramphenicol_Minocycline	0.925307469253075	18	0.765723427657234	36	0.666333366663334
Chloramphenicol_Tobramycin	0.523147685231477	12	0.271972802719728	24	0.943305669433057
Chloramphenicol_Teicoplanin	0.154784521547845	12	0.281771822817718	24	0.597540245975402
Chloramphenicol_Chlorhexidine	0.100789921007899	30	0.0010998900109989	24	0.973902609739026
Chloramphenicol_Metronidazole	0.891310868913109	12	0.252574742525747	24	0.882711728827117
Chloramphenicol_Nisin	0.820917908209179	12	0.770722927707229	24	0.447755224477552
Chloramphenicol_EGCG	0.950904909509049	8	0.401959804019598	16	0.237176282371763
Chloramphenicol_Rifampicin	0.955504449555045	22	0.987201279872013	8	0.98030196980302
Chloramphenicol_Aztreonam	0.99030096990301	19	0.634236576342366	14	0.83951604839516
Chloramphenicol_Penicillin G	0.920607939206079	12	0.935506449355064	24	0.7996200379962
Chloramphenicol_Theophylline	0.755824417558244	12	0.10988901109889	24	0.980701929807019
Chloramphenicol_Clofazimine	0.494950504949505	12	0.393460653934607	24	0.852014798520148
Chloramphenicol_Clarithromycin	0.30966903309669	15	0.972602739726027	21	0.113688631136886
Chloramphenicol_Caffeine	0.0316968303169683	12	0.0277972202779722	24	0.472952704729527
Chloramphenicol_Reserpine	0.977502249775023	12	0.391160883911609	24	0.510548945105489
Chloramphenicol_Puromycin	0.89051094890511	17	0.985601439856014	16	0.881211878812119
Chloramphenicol_Pyocyanin	0.74002599740026	33	0.901409859014099	3	NA
