Complete_p_val	Pos_pot	Antag_p_val	Neg_pot	Syn_p_val
Amoxicillin_Chloramphenicol	0.897910208979102	0	NA	54	0.898210178982102
Amoxicillin_Ciprofloxacin	0.998700129987001	33	0.948905109489051	31	0.920807919208079
Amoxicillin_Cycloserine D	0.915408459154085	0	NA	36	0.916708329167083
Amoxicillin_Doxycycline	0.959504049595041	0	NA	48	0.961903809619038
Amoxicillin_Spectinomycin	0.297370262973703	0	NA	36	0.295470452954705
Amoxicillin_Fosfomycin	0.213878612138786	6	0.923207679232077	25	0.226177382261774
Amoxicillin_Oxacillin	0.988501149885011	0	NA	36	0.986001399860014
Amoxicillin_Novobiocin	0.972202779722028	0	NA	54	0.972202779722028
Amoxicillin_Bacitracin	0.973402659734027	0	NA	36	0.97030296970303
Amoxicillin_Polymyxin B	0.812018798120188	0	NA	48	0.810718928107189
Amoxicillin_Fusidic acid	0.905409459054095	0	NA	36	0.901609839016098
Amoxicillin_Amikacin	9.99900009999e-05	30	0.0693930606939306	42	9.99900009999e-05
Amoxicillin_Cefotaxime	9.99900009999e-05	9	9.99900009999e-05	30	0.0066993300669933
Amoxicillin_Benzalkonium	0.952804719528047	12	0.255274472552745	24	0.948605139486051
Amoxicillin_Cefaclor	0.983001699830017	0	NA	36	0.983801619838016
Amoxicillin_Cefsulodin	0.953704629537046	0	NA	36	0.954204579542046
Amoxicillin_Clindamycin	0.958004199580042	0	NA	36	0.952404759524048
Amoxicillin_Spiramycin	0.453154684531547	0	NA	36	0.445155484451555
Amoxicillin_Erythromycin	0.939306069393061	4	0.58054194580542	36	0.942305769423058
Amoxicillin_Trimethoprim	0.786421357864214	0	NA	36	0.781421857814219
Amoxicillin_Sulfamonomethoxine	0.778422157784222	0	NA	36	0.779122087791221
Amoxicillin_Paraquat	0.877412258774123	0	NA	36	0.872312768723128
Amoxicillin_Procaine	0.941905809419058	11	0.438956104389561	36	0.941605839416058
Amoxicillin_Vanillin	0.864613538646135	0	NA	36	0.862713728627137
Amoxicillin_Verapamil	0.951004899510049	0	NA	36	0.951004899510049
