Complete_p_val	Pos_pot	Antag_p_val	Neg_pot	Syn_p_val
Amoxicillin_Chloramphenicol	0.986501349865013	12	0.954604539546045	36	0.848515148485152
Amoxicillin_Ciprofloxacin	0.283071692830717	24	0.393660633936606	24	0.778422157784222
Amoxicillin_Cycloserine D	9.99900009999e-05	6	0.141385861413859	42	0.0002999700029997
Amoxicillin_Doxycycline	0.0066993300669933	17	0.0217978202179782	31	0.268873112688731
Amoxicillin_Spectinomycin	0.0345965403459654	8	0.0146985301469853	37	0.482951704829517
Amoxicillin_Fosfomycin	9.99900009999e-05	19	0.0978902109789021	26	9.99900009999e-05
Amoxicillin_Oxacillin	9.99900009999e-05	6	0.0036996300369963	60	9.99900009999e-05
Amoxicillin_Novobiocin	0.813518648135186	8	0.471952804719528	40	0.951804819518048
Amoxicillin_Bacitracin	0.971102889711029	6	0.137386261373863	42	0.776322367763224
Amoxicillin_Polymyxin B	0.744825517448255	10	0.357064293570643	38	0.951104889511049
Amoxicillin_Fusidic acid	0.961103889611039	8	0.364563543645635	40	0.67953204679532
Amoxicillin_Amikacin	0.0002999700029997	27	0.434056594340566	39	0.0006999300069993
Amoxicillin_Cefotaxime	9.99900009999e-05	10	0.0071992800719928	56	9.99900009999e-05
Amoxicillin_PMS	0.344565543445655	10	0.536546345365463	32	0.687731226877312
Amoxicillin_Benzalkonium	0.0688931106889311	16	0.809019098090191	36	0.166183381661834
Amoxicillin_Cefaclor	9.99900009999e-05	10	0.0004999500049995	52	9.99900009999e-05
Amoxicillin_Cefsulodin	9.99900009999e-05	6	0.0053994600539946	56	9.99900009999e-05
Amoxicillin_Clindamycin	0.937706229377062	6	0.725827417258274	42	0.949505049495051
Amoxicillin_Spiramycin	0.722527747225277	6	0.596740325967403	42	0.891010898910109
Amoxicillin_Erythromycin	0.9003099690031	9	0.673932606739326	39	0.974202579742026
Amoxicillin_Trimethoprim	9.99900009999e-05	13	0.0761923807619238	35	0.0047995200479952
Amoxicillin_Sulfamonomethoxine	0.859314068593141	6	0.846915308469153	42	0.720727927207279
Amoxicillin_Paraquat	0.917608239176082	6	0.716828317168283	42	0.802019798020198
Amoxicillin_Procaine	9.99900009999e-05	17	9.99900009999e-05	49	0.0001999800019998
Amoxicillin_Vanillin	0.0036996300369963	6	0.0077992200779922	42	0.122987701229877
Amoxicillin_Verapamil	0.718628137186281	6	0.621437856214379	42	0.433256674332567
Amoxicillin_Levofloxacin	0.870612938706129	40	0.86011398860114	14	0.985601439856014
Amoxicillin_Piperacillin	9.99900009999e-05	6	0.0183981601839816	48	0.0006999300069993
Amoxicillin_Nitrofurantoin	0.886111388861114	6	0.234776522347765	48	0.985201479852015
Amoxicillin_CCCP	0.898210178982102	28	0.857214278572143	38	0.962503749625037
Amoxicillin_Cephalexin	0.414258574142586	6	0.858114188581142	48	0.267373262673733
Amoxicillin_Mecillinam	9.99900009999e-05	34	9.99900009999e-05	35	0.0161983801619838
Amoxicillin_A22	0.0032996700329967	37	0.0188981101889811	35	0.415158484151585
Amoxicillin_Loperamide	0.960603939606039	6	0.882711728827117	66	0.937506249375062
Amoxicillin_Minocycline	0.171282871712829	9	0.950804919508049	63	0.186181381861814
Amoxicillin_Tobramycin	0.0494950504949505	15	0.584141585841416	36	0.138786121387861
Amoxicillin_Teicoplanin	0.887811218878112	6	0.856514348565144	48	0.815318468153185
Amoxicillin_Chlorhexidine	0.95030496950305	21	0.397660233976602	48	0.877412258774123
Amoxicillin_Metronidazole	0.744125587441256	6	0.937206279372063	48	0.62003799620038
Amoxicillin_Nisin	0.429057094290571	6	0.787621237876212	48	0.555744425557444
Amoxicillin_EGCG	0.764223577642236	6	0.943605639436056	48	0.773722627737226
Amoxicillin_Rifampicin	0.989401059894011	15	0.697230276972303	36	0.713228677132287
Amoxicillin_Aztreonam	9.99900009999e-05	28	0.0010998900109989	20	9.99900009999e-05
Amoxicillin_Penicillin G	0.117388261173883	6	0.134286571342866	48	0.420757924207579
Amoxicillin_Theophylline	0.943205679432057	5	0.901609839016098	43	0.905309469053095
Amoxicillin_Clofazimine	0.579442055794421	6	0.684131586841316	48	0.757424257574243
Amoxicillin_Clarithromycin	0.805019498050195	23	0.94960503949605	31	0.844315568443156
